model_year,recent,normalized_mpg,cylinders,normalized_displacement,normalized_horsepower,normalized_weight,normalized_acceleration,chevrolet,buick,plymouth,amc,ford,pontiac,dodge,toyota,datsun,peugeot,audi,saab,bmw,opel,fiat,volkswagen,mercury,oldsmobile,chrysler,mazda,volvo,renault,honda,mercedes,subaru,nissan,porsche,ferrari,mitsubishi,jeep,jaguar,lamborghini,cluster,log_price
1970.0,0.0,0.1538461538461538,8.0,0.6639004149377593,0.3921816723561322,0.3594678252596861,0.1564789572662824,0.9119739316570612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0880260683429388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.47721705435268
1970.0,0.0,0.1350263612319692,8.0,0.6989239709023309,0.416925350989844,0.388176529420142,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.732661220928414
1970.0,0.0,0.1538461538461538,8.0,0.6639004149377593,0.4024954526522086,0.3918301758775968,0.1273528417101629,0.1838210427540733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8161789572459267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.477217054198071
1970.0,0.0,0.1503024775802148,8.0,0.6749394811479406,0.3992544524232208,0.3647691138469968,0.1572359325125676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.504250693441408
1990.1245217103296,0.0,0.2275763664018038,8.0,0.6514999126642675,0.4878191917174628,0.4504981607951131,0.0449808684131858,0.875478289670354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245217103296459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.694697867237952
1988.8491416119568,0.0,0.201260041332222,8.0,0.6256976468699307,0.465108288529482,0.4450181689683563,0.070689557014489,0.6163805373188871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3836194626811129,0.0,0.0,0.0,0.0,0.0,2.0,10.523608448079322
1988.597992034635,0.0,0.1948203085803831,8.0,0.6173607314401641,0.4581121482735891,0.4470831766041127,0.0773868790764014,0.5326640115449817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4673359884550183,0.0,0.0,0.0,0.0,0.0,2.0,10.523608447135029
1987.8034797578048,0.0,0.1744481989180815,8.0,0.5909868799271429,0.4359798421673776,0.4536158331024907,0.0985738731251951,0.2678265859350606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7321734140649394,0.0,0.0,0.0,0.0,0.0,2.0,10.523608446191693
1999.1533813704089,0.0,0.2446116894557378,6.0,0.2884844416060492,0.3882250953808197,0.4711379652652727,0.0738647451836503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8466186295912588,0.1533813704087412,0.0,0.0,0.0,0.0,0.0,0.0,11.180924527151996
2000.0,0.0,0.1794871794871794,6.222738297558132,0.4106006885940358,0.5577515821875619,0.4245485999967183,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113691487790656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8886308512209343,0.0,0.0,0.0,0.0,0.0,0.2227382975581313,11.156511657034976
1998.3117754890088,0.0,0.2660627954354514,6.0,0.3290704539463828,0.4413438731592561,0.4316012472832849,0.073764490219826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8441122554956516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1558877445043484,0.0,0.0,0.0,0.0,0.0,0.0,10.876548706929125
1999.3948414776744,0.0,0.210520949862865,6.0,0.3695169016558803,0.518048263291369,0.4255842140129215,0.0521031704465173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3025792611629346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6974207388370653,0.0,0.0,0.0,0.0,0.0,0.0,10.876548878608183
1991.2059577806097,0.0,0.1840043301938862,8.411915561219217,0.6437928365008035,0.4448508596140927,0.528094518140941,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.2059577806096091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7940422193903909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.70700772710969
1991.8787618300391,0.0,0.1149987866626556,9.757523660078212,0.9034226149113564,0.5191833183329324,0.4383873115503414,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.8787618300391065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1212381699608935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.707007771759278
1990.8243798633623,0.0,0.2096312855548149,8.0,0.5818044949348831,0.4352802652150178,0.5344811391590215,0.0729751945344886,0.1756201366377842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243798633622158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.694697867237952
1991.1256568241447,0.0,0.2067391900531442,8.0,0.5643153526970954,0.4143540058777359,0.5453633909304407,0.082513136482905,0.0,0.0,0.0,0.0,0.0628284120726255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371715879273744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.672504256427684
1994.9964152510847,0.0,0.3330575834167787,5.00358474891521,0.2543762133649666,0.2978870940604929,0.2838710456706148,0.1198566100433916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501792374457605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4982076255423949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4982076255423949,10.732661014608434
1994.768206866872,0.0,0.3155030923234547,5.231793133128422,0.2688167853950556,0.3256858490779662,0.3181023033025965,0.1107282746748631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158965665642107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3841034334357893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3841034334357893,10.732660865996506
1994.1366120049915,0.0,0.266918872178836,5.863387995008465,0.3087828503065521,0.4026223336695864,0.4128415325846031,0.0854644801996614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316939975042328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683060024957673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683060024957673,10.732661033269697
