model_year,recent,normalized_mpg,cylinders,normalized_displacement,normalized_horsepower,normalized_weight,normalized_acceleration,chevrolet,buick,plymouth,amc,ford,pontiac,dodge,toyota,datsun,peugeot,audi,saab,bmw,opel,fiat,volkswagen,mercury,oldsmobile,chrysler,mazda,volvo,renault,honda,mercedes,subaru,nissan,porsche,ferrari,mitsubishi,jeep,jaguar,lamborghini,log_price,cluster
1970,0,0.2564102564102564,8,0.5746887966804979,0.15014164305949,0.4453333333333333,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.043292972227004,2
1970,0,0.1794871794871794,8,0.6639004149377593,0.1997167138810198,0.4873333333333333,0.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.472781556562168,2
1970,0,0.2564102564102564,8,0.5975103734439834,0.178470254957507,0.4302222222222222,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.680406499268877,2
1970,0,0.2051282051282051,8,0.5684647302904564,0.178470254957507,0.4295555555555556,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.016860879703811,2
1970,0,0.2307692307692307,8,0.5643153526970954,0.1643059490084986,0.4331111111111111,0.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714439990727769,2
1970,0,0.1794871794871794,8,0.8278008298755186,0.2464589235127479,0.6313333333333333,0.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.472781556562168,2
1970,0,0.1538461538461538,8,0.8796680497925311,0.2776203966005666,0.6342222222222222,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90353755128617,2
1970,0,0.1538461538461538,8,0.8506224066390041,0.2705382436260623,0.6248888888888889,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90353755128617,2
1970,0,0.1538461538461538,8,0.8817427385892116,0.2847025495750708,0.65,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15915233520675,2
1970,0,0.1794871794871794,8,0.7468879668049793,0.2351274787535411,0.5222222222222223,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515,2
1970,0,0.1794871794871794,8,0.7323651452282157,0.206798866855524,0.4584444444444444,0.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.859018228147889,2
1970,0,0.1538461538461538,8,0.6431535269709544,0.1926345609065156,0.4686666666666667,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.59665973278358,2
1970,0,0.1794871794871794,8,0.7676348547717843,0.178470254957507,0.5024444444444445,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.308985993422082,2
1970,0,0.1538461538461538,8,0.8817427385892116,0.2847025495750708,0.3524444444444444,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.472781556562168,2
1970,0,0.4102564102564103,4,0.1721991701244813,0.1005665722379603,0.1937777777777777,0.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.546884034617923,0
1970,0,0.358974358974359,6,0.3485477178423236,0.1005665722379603,0.2962222222222221,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.235130540783402,1
1970,0,0.2564102564102564,6,0.3506224066390041,0.103399433427762,0.2831111111111111,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.305741456739437,1
1970,0,0.3333333333333333,6,0.3526970954356846,0.0864022662889518,0.2415555555555555,0.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.105090961257083,1
1970,0,0.4871794871794871,4,0.1390041493775933,0.0906515580736544,0.14,0.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.952325334619427,0
1970,0,0.4358974358974358,4,0.1659751037344398,0.0892351274787535,0.2604444444444445,0.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515,0
1970,0,0.4102564102564103,4,0.1597510373443983,0.093484419263456,0.2066666666666666,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61587214452889,0
1970,0,0.4358974358974358,4,0.1535269709543568,0.1005665722379603,0.1944444444444444,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.987321812850125,0
1970,0,0.4615384615384615,4,0.1887966804979253,0.1260623229461756,0.1631111111111111,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.085850775128716,0
1970,0,0.3333333333333333,6,0.3506224066390041,0.093484419263456,0.255111111111111,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.635673464721814,1
1970,0,0.0512820512820512,8,0.6846473029045643,0.2705382436260623,0.6922222222222222,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.770013301136158,2
1970,0,0.0512820512820512,8,0.5746887966804979,0.2492917847025496,0.6391111111111111,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.741027444837728,2
1970,0,0.0769230769230769,8,0.5975103734439834,0.2634560906515581,0.6404444444444445,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.680406499268877,2
1971,0,0.5128205128205128,4,0.2282157676348548,0.093484419263456,0.1697777777777778,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.775085935057266,0
1971,0,0.4358974358974358,4,0.1721991701244813,0.1005665722379603,0.1617777777777777,0.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515,0
1971,0,0.2051282051282051,6,0.4045643153526971,0.1147308781869688,0.4308888888888889,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.674367865788236,1
1971,0,0.2564102564102564,6,0.4190871369294606,0.1076487252124645,0.3973333333333333,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433563920090563,1
1971,0,0.1538461538461538,8,0.7676348547717843,0.2138810198300283,0.6586666666666666,0.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.465060106725137,2
1971,0,0.1025641025641025,8,0.7323651452282157,0.2209631728045326,0.7677777777777778,0.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12667110305036,2
1971,0,0.1282051282051282,8,0.7676348547717843,0.206798866855524,0.7213333333333333,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.085850775128716,2
1971,0,0.1282051282051282,8,0.7676348547717843,0.2138810198300283,0.8088888888888889,0.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.275085591132717,2
1971,0,0.2564102564102564,6,0.4730290456431535,0.121813031161473,0.3248888888888889,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.510519035757246,1
1971,0,0.282051282051282,6,0.4564315352697096,0.1076487252124645,0.396,0.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.275085591132717,1
1971,0,0.2564102564102564,6,0.4564315352697096,0.0906515580736544,0.3642222222222222,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61587214452889,1
1971,0,0.5128205128205128,4,0.1784232365145228,0.093484419263456,0.1384444444444444,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.517393171418904,0
1971,0,0.5641025641025641,4,0.1016597510373444,0.065155807365439,0.1275555555555555,0.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.476579508530941,0
1971,0,0.5641025641025641,4,0.1203319502074688,0.0736543909348441,0.1255555555555555,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.824824939175638,0
1971,0,0.5897435897435896,4,0.0850622406639004,0.0580736543909348,0.0606666666666666,0.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.012011377036412,0
1971,0,0.4615384615384615,4,0.1265560165975103,0.065155807365439,0.1011111111111111,0.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.699681400989514,0
1972,0,0.4102564102564103,4,0.1721991701244813,0.1005665722379603,0.1728888888888888,0.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.853808274977197,0
1972,0,0.4358974358974358,4,0.1390041493775933,0.0793201133144475,0.139111111111111,0.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.278092474027002,0
1972,0,0.3846153846153846,4,0.1390041493775933,0.0424929178470254,0.1675555555555555,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.568084743872936,0
